,entryOwnerText_l
8494,"[('marcello', 100), ('marcelo', 64), ('bellotto', 61)]"
8495,"[('marcello', 100), ('marcelo', 64), ('bellotto', 61)]"
8496,"[('marcello', 100), ('marcelo', 64), ('bellotto', 61)]"
8497,"[('marcello', 100), ('marcelo', 64), ('bellotto', 61)]"
8498,"[('marcello', 100), ('marcelo', 64), ('bellotto', 61)]"
8499,"[('corneri', 100), ('campo in collo', 41), ('cornioli', 37)]"
8500,"[('cornioli', 64), ('bortoloti', 61), ('bortoleti', 61)]"
8501,"[('nani', 86), ('nn', 80), ('nanti', 75)]"
8502,"[('rubbi', 100), ('agostini', 76), ('agostinazzi', 67)]"
8503,"[('minio', 100), ('ciciliani', 73), ('accialino', 64)]"
8504,"[('fausto', 100), ('negri', 100), ('toninetti', 43)]"
8505,"[('canal', 100), ('canale', 63), ('vicenzi', 60)]"
8506,"[('baseggio', 100), ('antoniassi', 69), ('basegio', 61)]"
8507,"[('capello', 100), ('cappello', 64), ('marcello', 64)]"
8508,"[('renier', 100), ('manfredini', 53), ('danieli', 52)]"
8509,"[('zen', 100), ('vicenzi', 67), ('vicentini', 60)]"
8510,"[('gritti', 100), ('bonfandini gritti', 60), ('giberti', 57)]"
8511,"[('de', 100), ('capello', 100), ('zuanne', 100)]"
8512,"[('bragadin', 100), ('commissaria', 100), ('iarca degli uberti', 44)]"
8513,"[('boldÃ¹', 100), ('foscarini', 100), ('bold', 100)]"
8514,"[('barbarigo', 100), ('barbaria', 53), ('barbarico', 52)]"
8515,"[('barbarigo', 100), ('barbaria', 53), ('barbarico', 52)]"
8516,"[('polani', 100), ('capellania', 57), ('capoani', 56)]"
8517,"[('barbarigo', 100), ('barbaria', 53), ('barbarico', 52)]"
8518,"[('barbarigo', 100), ('barbaria', 53), ('barbarico', 52)]"
8519,"[('barbarigo', 100), ('zuanne', 100), ('barbaran', 67)]"
8520,"[('barbarigo', 100), ('zuanne', 100), ('barbaran', 67)]"
8521,"[('barbarigo', 100), ('zuanne', 100), ('barbaran', 67)]"
8522,"[('barbarigo', 100), ('zuanne', 100), ('barbaran', 67)]"
8523,"[('chiesa', 100), ('fabrica', 100), ('della', 100)]"
8524,"[('chiesa', 100), ('fabrica', 100), ('della', 100)]"
8525,"[('chiesa', 100), ('fabrica', 100), ('della', 100)]"
8526,"[('chiesa', 100), ('fabrica', 100), ('della', 100)]"
8527,"[('chiesa', 100), ('fabrica', 100), ('della', 100)]"
8528,"[('chiesa', 100), ('fabrica', 100), ('della', 100)]"
8529,"[('piero', 100), ('uccelletti', 62), ('colletti', 58)]"
8530,"[('chiesa', 100), ('fabrica', 100), ('della', 100)]"
8531,"[('chiesa', 100), ('fabrica', 100), ('della', 100)]"
8532,"[('maggio', 100), ('dario paulucci', 53), ('bataggia', 50)]"
8533,"[('donÃ\xa0', 100), ('chiesa', 100), ('di', 100)]"
8534,"[('donÃ\xa0', 100), ('michiel', 100), ('terzo', 100)]"
8535,"[('donÃ\xa0', 100), ('chiesa', 100), ('di', 100)]"
8536,"[('donÃ\xa0', 100), ('chiesa', 100), ('di', 100)]"
8537,"[('donÃ\xa0', 100), ('girardi', 100), ('chiesa', 100)]"
8538,"[('malipiero', 100), ('terzo', 100), ('de', 100)]"
8539,"[('de', 100), ('de luca', 44), ('de page', 44)]"
8540,"[('di', 100), ('del', 100), ('del torso', 50)]"
8541,"[('gabriel', 100), ('marchesi', 100), ('gabrieli', 67)]"
8542,"[('zanchi', 100), ('sanchi', 63), ('bianchi', 60)]"
8543,"[('balbi', 100), ('le', 100), ('su', 100)]"
8544,"[('balbi', 100), ('le', 100), ('su', 100)]"
8545,"[('balbi', 100), ('le', 100), ('su', 100)]"
8546,"[('de', 100), ('de luca', 44), ('de page', 44)]"
8547,"[('de', 100), ('de luca', 44), ('de page', 44)]"
8548,"[('de', 100), ('de luca', 44), ('de page', 44)]"
8549,"[('malipiero', 100), ('terzo', 100), ('de', 100)]"
8550,"[('correr', 100), ('lando', 100), ('coredano', 54)]"
8551,"[('correr', 100), ('lando', 100), ('coredano', 54)]"
8552,"[('correr', 100), ('lando', 100), ('coredano', 54)]"
8553,"[('correr', 100), ('lando', 100), ('coredano', 54)]"
8554,"[('correr', 100), ('corregio', 61), ('girolamo', 61)]"
8555,"[('correr', 100), ('corregio', 61), ('girolamo', 61)]"
8556,"[('da mosto', 100), ('da', 100), ('mosto', 100)]"
8557,"[('de lorenzo', 82), ('lorenzoni', 51), ('fradellini', 50)]"
8558,"[('bonali', 100), ('antonini', 73), ('santonini', 70)]"
8559,"[('bonali', 100), ('antonini', 73), ('santonini', 70)]"
8560,"[('bonali', 100), ('antonini', 73), ('santonini', 70)]"
8561,"[('morosini', 100), ('zorzi', 100), ('morosinii', 78)]"
8562,"[('pisani', 100), ('paolini', 74), ('polani', 67)]"
8563,"[('bonali', 100), ('antonini', 73), ('santonini', 70)]"
8564,"[('de', 100), ('caliari fantinelli', 46), ('de luca', 44)]"
8565,"[('contarini', 100), ('alessandrini', 75), ('alessandri', 67)]"
8566,"[('nani', 86), ('nn', 80), ('nanti', 75)]"
8567,"[('franco', 100), ('dalle fornaci', 48), ('de pietra', 48)]"
8568,"[('di', 100), ('di zrin', 44), ('di pichi', 40)]"
8569,"[('rossini', 100), ('cassini', 64), ('caresini', 61)]"
8570,"[('dalle fornaci', 54), ('iarca degli uberti', 52), ('dalla rovere', 50)]"
8571,"[('preti', 100), ('di', 100), ('di zrin', 44)]"
8572,"[('rosa', 100), ('donÃ\xa0 dalle rose', 47), ('colalto', 45)]"
8573,"[('pisani', 100), ('paulini', 74), ('aloisi', 67)]"
8574,"[('morosini', 100), ('zorzi', 100), ('morosinii', 78)]"
8575,"[('morosini', 100), ('pisani', 100), ('zorzi', 100)]"
8576,"[('morosini', 100), ('pisani', 100), ('priuli', 100)]"
8577,"[('nani', 86), ('nn', 80), ('nanti', 75)]"
8578,"[('correr', 100), ('lando', 100), ('de', 100)]"
8579,"[('correr', 100), ('lando', 100), ('caliari fantinelli', 27)]"
8580,"[('correr', 100), ('lando', 100), ('de', 100)]"
8581,"[('correr', 100), ('lando', 100), ('de', 100)]"
8582,"[('erizzo', 100), ('rizzo patarol', 56), ('antonini', 52)]"
8583,"[('zusto', 100), ('ancilotto', 57), ('ferazzuto', 57)]"
8584,"[('piero', 100), ('zusto', 100), ('speroto', 67)]"
8585,"[('duodo', 100), ('cavalieri', 62), ('cavalini', 57)]"
8586,"[('donÃ\xa0', 100), ('chiesa', 100), ('di', 100)]"
8587,"[('donÃ\xa0', 100), ('chiesa', 100), ('di', 100)]"
8588,"[('donÃ\xa0', 100), ('chiesa', 100), ('di', 100)]"
8589,"[('donÃ\xa0', 100), ('chiesa', 100), ('di', 100)]"
8590,"[('duodo', 100), ('cavalieri', 62), ('cavalini', 57)]"
8591,"[('donÃ\xa0', 100), ('chiesa', 100), ('di', 100)]"
8592,"[('donÃ\xa0', 100), ('chiesa', 100), ('di', 100)]"
8593,"[('donÃ\xa0', 100), ('chiesa', 100), ('di', 100)]"
8594,"[('donÃ\xa0', 100), ('chiesa', 100), ('di', 100)]"
8595,"[('michiel', 100), ('morosini', 100), ('cavalieri', 53)]"
8596,"[('priuli', 100), ('fedrigo', 60), ('priulli', 60)]"
8597,"[('balbi', 100), ('zuanne', 100), ('donzuane', 55)]"
8598,"[('zinelli', 100), ('beltramelli', 45), ('sandrinelli', 45)]"
8599,"[('francesconi', 74), ('franceschi', 69), ('francagno', 64)]"
8600,"[('cristofoli', 47), ('calichiopoli', 44), ('campo in collo', 43)]"
8601,"[('michiel', 100), ('cavalieri', 53), ('cerchieri', 53)]"
8602,"[('michiel', 100), ('cavalieri', 53), ('cerchieri', 53)]"
8603,"[('michiel', 100), ('cavalieri', 53), ('cerchieri', 53)]"
8604,"[('michiel', 100), ('cavalieri', 53), ('cerchieri', 53)]"
8605,"[('zusto', 100), ('pietropoli', 64), ('speroto', 63)]"
8606,"[('zusto', 100), ('pietropoli', 64), ('speroto', 63)]"
8607,"[('zusto', 100), ('pietropoli', 64), ('speroto', 63)]"
8608,"[('grassi', 100), ('antoniassi', 53), ('graussone', 43)]"
8609,"[('grassi', 100), ('antoniassi', 53), ('graussone', 43)]"
8610,"[('zen', 100), ('giuliani', 59), ('giustinian', 55)]"
8611,"[('contarini', 100), ('contarin', 64), ('contini', 58)]"
8612,"[('zen', 100), ('alessandrini', 63), ('alessandri', 61)]"
8613,"[('gabriel', 100), ('gabrieli', 64), ('garelli', 58)]"
8614,"[('piero', 100), ('zusto', 100), ('speroto', 67)]"
8615,"[('gabrieli', 100), ('gabriel', 100), ('garelli', 61)]"
8616,"[('michiel', 100), ('minotto', 100), ('de', 100)]"
8617,"[('morosini', 100), ('polo', 100), ('morosinii', 73)]"
8618,"[('michiel', 100), ('morosini', 100), ('cavalieri', 53)]"
8619,"[('michiel', 100), ('morosini', 100), ('cavalieri', 53)]"
8620,"[('erizzo', 100), ('da lezzo', 67), ('da mezzo', 67)]"
8621,"[('contarini', 100), ('da mula', 100), ('da', 100)]"
8622,"[('grimani', 100), ('antonini', 57), ('santonini', 55)]"
8623,"[('marcello', 100), ('piero', 100), ('marcella', 48)]"
8624,"[('duodo', 100), ('cavalieri', 62), ('cavalini', 57)]"
8625,"[('morosini', 100), ('de', 100), ('de quadraginta', 47)]"
8626,"[('duodo', 100), ('cavalieri', 62), ('cavalini', 57)]"
8627,"[('morosini', 100), ('gerardini', 62), ('morosinii', 62)]"
8628,"[('duodo', 100), ('piero', 100), ('de pietra', 60)]"
8629,"[('morosini', 100), ('gerardini', 62), ('morosinii', 62)]"
8630,"[('morosini', 100), ('polo', 100), ('morosinii', 73)]"
8631,"[('maffetti', 100), ('ginatoffetti', 71), ('agostini', 67)]"
8632,"[('piero', 100), ('memo', 100), ('malimpiero', 70)]"
8633,"[('balbi', 100), ('de', 100), ('sebastiani', 49)]"
8634,"[('balbi', 100), ('de', 100), ('francesconi', 47)]"
8635,"[('balbi', 100), ('de', 100), ('de luca', 44)]"
8636,"[('balbi', 100), ('de', 100), ('francesconi', 50)]"
8637,"[('foscarini', 100), ('piero', 100), ('foscarino', 51)]"
8638,"[('gritti', 100), ('de', 100), ('bonfandini gritti', 56)]"
8639,"[('di', 100), ('scola', 100), ('san', 100)]"
8640,"[('di', 100), ('scola', 100), ('san', 100)]"
8641,"[('di', 100), ('scola', 100), ('san', 100)]"
8642,"[('rezzonico', 64), ('aurelii', 61), ('caurlini', 58)]"
8643,"[('rezzonico', 64), ('aurelii', 61), ('caurlini', 58)]"
8644,"[('calichiopoli', 73), ('calichipoli', 69), ('ambelicopolo', 55)]"
8645,"[('calichiopoli', 73), ('calichipoli', 69), ('ambelicopolo', 55)]"
8646,"[('gavazzi', 100), ('battistini', 57), ('lion gavazza', 54)]"
8647,"[('donÃ\xa0', 100), ('gavazzi', 100), ('don', 100)]"
8648,"[('gavazzi', 100), ('battistini', 38), ('lion gavazza', 37)]"
8649,"[('marin', 100), ('bellini', 100), ('ballarin', 67)]"
8650,"[('gavazzi', 100), ('battistelli', 47), ('battistella', 47)]"
8651,"[('sua', 100), ('mariani', 58), ('marinoni', 56)]"
8652,"[('di', 100), ('scola', 100), ('san', 100)]"
8653,"[('condulmeri', 100), ('grattarol dalle navi', 41), ('caliari fantinelli', 39)]"
8654,"[('francesconi', 73), ('francescheti', 65), ('franceschini', 65)]"
8655,"[('steffani', 56), ('ministero', 54), ('morellato', 54)]"
8656,"[('steffani', 56), ('ministero', 54), ('morellato', 54)]"
8657,"[('leoni', 100), ('montanari', 100), ('barboniani', 50)]"
8658,"[('leoni', 100), ('montanari', 100), ('barboniani', 50)]"
8659,"[('leoni', 100), ('montanari', 100), ('barboniani', 50)]"
8660,"[('leoni', 100), ('montanari', 100), ('barboniani', 50)]"
8661,"[('di', 100), ('scola', 100), ('san', 100)]"
8662,"[('zen', 100), ('marcon', 80), ('marconi', 75)]"
8663,"[('michiel', 100), ('michieli', 61), ('del torso', 58)]"
8664,"[('emo', 100), ('zuanne', 100), ('donzuane', 67)]"
8665,"[('donadi', 100), ('zuanne', 100), ('dalle boccole', 56)]"
8666,"[('varotto', 100), ('giusto', 100), ('de', 100)]"
8667,"[('grimani', 100), ('de', 100), ('zuanne', 100)]"
8668,"[('varotto', 100), ('del', 100), ('commissaria', 100)]"
8669,"[('giusto', 100), ('del', 100), ('commissaria', 100)]"
8670,"[('de', 100), ('fraterna', 100), ('antoniassi', 48)]"
8671,"[('giusto', 100), ('del', 100), ('commissaria', 100)]"
8672,"[('antonelli', 48), ('trincavella', 46), ('battistella', 46)]"
8673,"[('della', 100), ('della costa', 67), ('ospitale', 59)]"
8674,"[('pisani', 100), ('paolini', 74), ('polani', 67)]"
8675,"[('pizzamano', 100), ('mazzamano', 50), ('coratelli', 50)]"
8676,"[('grimani', 100), ('de', 100), ('zuanne', 100)]"
8677,"[('loredan', 100), ('zuanne', 100), ('bisanzan', 52)]"
8678,"[('della', 100), ('della costa', 67), ('ospitale', 59)]"
8679,"[('giusto', 100), ('del', 100), ('commissaria', 100)]"
8680,"[('pesaro', 100), ('lunarda', 67), ('resaro', 60)]"
8681,"[('pesaro', 100), ('lunarda', 67), ('resaro', 60)]"
8682,"[('pesaro', 100), ('lunarda', 67), ('resaro', 60)]"
8683,"[('corner', 100), ('cornelio', 70), ('corneri', 64)]"
8684,"[('corner', 100), ('cornelio', 70), ('corneri', 64)]"
8685,"[('corner', 100), ('cornelio', 70), ('corneri', 64)]"
8686,"[('corner', 100), ('cornelio', 70), ('corneri', 64)]"
8687,"[('rotelli', 55), ('papetta', 55), ('rovelli', 55)]"
8688,"[('rotelli', 55), ('papetta', 55), ('rovelli', 55)]"
8689,"[('antonelli', 48), ('trincavella', 46), ('battistella', 46)]"
8690,"[('folliano', 62), ('francesconi', 62), ('franceschi', 57)]"
8691,"[('antonelli', 48), ('trincavella', 46), ('battistella', 46)]"
8692,"[('antonelli', 48), ('trincavella', 46), ('battistella', 46)]"
8693,"[('canestrari', 64), ('antoniassi', 64), ('antonini', 61)]"
8694,"[('antonelli', 48), ('trincavella', 46), ('battistella', 46)]"
8695,"[('arigoni', 100), ('albergoni', 70), ('calegarini', 67)]"
8696,"[('arigoni', 100), ('albergoni', 70), ('calegarini', 67)]"
8697,"[('rotelli', 55), ('papetta', 55), ('rovelli', 55)]"
8698,"[('ambrosi', 100), ('ambrosani', 64), ('morosini', 58)]"
8699,"[('renier', 100), ('vianoli', 50), ('arriani', 50)]"
8700,"[('renier', 100), ('vianoli', 50), ('arriani', 50)]"
8701,"[('renier', 100), ('vianoli', 50), ('arriani', 50)]"
8702,"[('renier', 100), ('vianoli', 50), ('arriani', 50)]"
8703,"[('canestrari', 64), ('antoniassi', 64), ('antonini', 61)]"
8704,"[('antonini', 64), ('santonini', 61), ('antoni', 60)]"
8705,"[('soranzo', 100), ('giacomazzi', 64), ('moranzoni', 58)]"
8706,"[('querini', 100), ('de', 100), ('iarca degli uberti', 45)]"
8707,"[('priuli', 100), ('loviselli', 64), ('altieri', 60)]"
8708,"[('capello', 100), ('lovisello', 70), ('cappello', 64)]"
8709,"[('pasta', 100), ('francesconi', 69), ('francescheti', 67)]"
8710,"[('priuli', 100), ('loviselli', 64), ('altieri', 60)]"
8711,"[('venier', 100), ('venerio', 67), ('venenzio', 64)]"
8712,"[('venier', 100), ('venerio', 67), ('venenzio', 64)]"
8713,"[('priuli', 100), ('loviselli', 64), ('altieri', 60)]"
8714,"[('mastini', 100), ('bernardini', 74), ('bernardi', 64)]"
8715,"[('da', 100), ('maderni', 100), ('da fin', 50)]"
8716,"[('zorzi', 100), ('salamon', 100), ('di zorzi', 77)]"
8717,"[('venier', 100), ('renier', 63), ('rigoni', 63)]"
8718,"[('maderni', 100), ('campo in collo', 40), ('recanati zucconi', 35)]"
8719,"[('zorzi', 100), ('salamon', 100), ('di zorzi', 77)]"
8720,"[('priuli', 100), ('loviselli', 64), ('altieri', 60)]"
8721,"[('soranzo', 100), ('giacomazzi', 64), ('moranzoni', 58)]"
8722,"[('de', 100), ('tommasini-degna', 49), ('giovannino', 45)]"
8723,"[('soranzo', 100), ('giacomazzi', 64), ('moranzoni', 58)]"
8724,"[('astori', 100), ('carosi-cattarini', 42), ('albertini', 39)]"
8725,"[('chiesa', 100), ('fabrica', 100), ('della', 100)]"
8726,"[('chiesa', 100), ('fabrica', 100), ('della', 100)]"
8727,"[('chiesa', 100), ('fabrica', 100), ('della', 100)]"
8728,"[('chiesa', 100), ('fabrica', 100), ('della', 100)]"
8729,"[('chiesa', 100), ('fabrica', 100), ('della', 100)]"
8730,"[('chiesa', 100), ('fabrica', 100), ('della', 100)]"
8731,"[('uccelletti', 59), ('colletti', 56), ('malipiero', 54)]"
8732,"[('chiesa', 100), ('fabrica', 100), ('della', 100)]"
8733,"[('chiesa', 100), ('fabrica', 100), ('della', 100)]"
8734,"[('maggio', 100), ('dario paulucci', 53), ('bataggia', 50)]"
8735,"[('chiesa', 100), ('di', 100), ('di zrin', 44)]"
8736,"[('michiel', 100), ('terzo', 100), ('chiesa', 100)]"
8737,"[('chiesa', 100), ('di', 100), ('di zrin', 44)]"
8738,"[('chiesa', 100), ('di', 100), ('di zrin', 44)]"
8739,"[('girardi', 100), ('chiesa', 100), ('di', 100)]"
8740,"[('barbarigo', 100), ('barbaria', 53), ('barbarico', 52)]"
8741,"[('contarini', 100), ('bortolamiello', 50), ('caliari fantinelli', 46)]"
8742,"[('contarini', 100), ('bortolamiello', 50), ('caliari fantinelli', 46)]"
8743,"[('contarini', 100), ('bortolamiello', 50), ('caliari fantinelli', 46)]"
8744,"[('contarini', 100), ('bortolamiello', 50), ('caliari fantinelli', 46)]"
8745,"[('contarini', 100), ('bortolamiello', 50), ('caliari fantinelli', 46)]"
8746,"[('zanchi', 100), ('sanchi', 57), ('bianchi', 55)]"
8747,"[('gabriel', 100), ('marchesi', 100), ('gabrieli', 67)]"
8748,"[('molin', 100), ('di', 100), ('sanudo (candiano)', 47)]"
8749,"[('morosini', 100), ('de', 100), ('de luca', 44)]"
8750,"[('chiesa', 100), ('casalari', 52), ('crivelari', 50)]"
8751,"[('chiesa', 100), ('casalari', 52), ('crivelari', 50)]"
8752,"[('chiesa', 100), ('cesana', 67), ('michiel', 62)]"
8753,"[('rossi', 100), ('dario', 100), ('dario paulucci', 53)]"
8754,"[('filippini', 45), ('iarca degli uberti', 41), ('giustiniani', 38)]"
8755,"[('pio', 100), ('della', 100), ('ospital', 100)]"
8756,"[('zinelli', 100), ('cristinelli', 62), ('pisanelli', 59)]"
8757,"[('dolfin', 100), ('donado', 60), ('delfino', 57)]"
8758,"[('contarini', 100), ('michiel', 100), ('bonfandini gritti', 51)]"
8759,"[('emo', 100), ('procuratia', 60), ('procurative', 58)]"
8760,"[('emo', 100), ('procuratia', 60), ('procurative', 58)]"
8761,"[('emo', 100), ('procuratia', 60), ('procurative', 58)]"
8762,"[('di', 100), ('chiaraba', 52), ('cardinali', 50)]"
8763,"[('bertoli', 100), ('ventura', 100), ('bonaventura', 37)]"
8764,"[('bertoli', 100), ('bertolini', 62), ('bertoldo', 57)]"
8765,"[('tornimben', 100), ('bertoli', 100), (""d'arpo attendolo"", 33)]"
8766,"[('piero', 100), ('calvi', 100), ('malipiero', 80)]"
8767,"[('piero', 100), ('vendramin', 100), ('zaccaria', 100)]"
8768,"[('de', 100), ('andriani', 54), ('andrieli', 54)]"
8769,"[('marin', 100), ('bellini', 100), ('ballarin', 57)]"
8770,"[('bellini', 100), ('bellino', 64), ('benelio', 64)]"
8771,"[('zorzi', 100), ('massari', 100), ('di zorzi', 77)]"
8772,"[('di', 100), ('chiaraba', 52), ('cardinali', 50)]"
8773,"[('piero', 100), ('fracasso', 100), ('fracasseti', 67)]"
8774,"[('pisani', 100), ('dal', 100), ('coradini', 52)]"
8775,"[('pisani', 100), ('dal', 100), ('coradini', 52)]"
8776,"[('pisani', 100), ('dal', 100), ('coradini', 52)]"
8777,"[('pisani', 100), ('dal', 100), ('coradini', 52)]"
8778,"[('priuli', 100), ('giulli', 63), ('megliorini', 61)]"
8779,"[('priuli', 100), ('giulli', 63), ('megliorini', 61)]"
8780,"[('priuli', 100), ('giulli', 63), ('megliorini', 61)]"
8781,"[('priuli', 100), ('giulli', 63), ('megliorini', 61)]"
8782,"[('priuli', 100), ('giulli', 63), ('megliorini', 61)]"
8783,"[('priuli', 100), ('giulli', 63), ('megliorini', 61)]"
8784,"[('priuli', 100), ('giulli', 63), ('megliorini', 61)]"
8785,"[('priuli', 100), ('giulli', 63), ('megliorini', 61)]"
8786,"[('magno', 100), ('pantariani', 59), ('mariani', 58)]"
8787,"[('carmagnola', 38), ('della costa', 38), ('trincavella', 38)]"
8788,"[('magno', 100), ('di', 100), ('di zrin', 44)]"
8789,"[('magno', 100), ('di', 100), ('di zrin', 44)]"
8790,"[('magno', 100), ('di', 100), ('di zrin', 44)]"
8791,"[('magno', 100), ('pantariani', 59), ('mariani', 58)]"
8792,"[('magno', 100), ('pantariani', 59), ('mariani', 58)]"
8793,"[('de', 100), ('toffetti', 100), ('san', 100)]"
8794,"[('gritti', 100), ('gasparini', 70), ('gasparoni', 70)]"
8795,"[('piero', 100), ('da', 100), ('busca', 100)]"
8796,"[('gritti', 100), ('gasparini', 70), ('gasparoni', 70)]"
8797,"[('antonini', 33), ('santonini', 33), ('antoneti', 33)]"
8798,"[('gritti', 100), ('gasparini', 70), ('gasparoni', 70)]"
8799,"[('zio', 100), ('giaccometti', 34), ('giacomazzi', 32)]"
8800,"[('carlo', 100), ('del', 100), ('del torso', 50)]"
8801,"[('antoniassi', 36), ('sanudo (candiano)', 33), ('antonini', 33)]"
8802,"[('chiesa', 100), ('fondi', 100), ('di', 100)]"
8803,"[('chiesa', 100), ('fondi', 100), ('di', 100)]"
8804,"[('badoer', 100), ('borgia', 60), ('boerio', 60)]"
8805,"[('marciano', 74), ('marcolin', 74), ('marcon', 71)]"
8806,"[('pisani', 100), ('marconi', 74), ('mariani', 74)]"
8807,"[('pisani', 100), ('marconi', 74), ('mariani', 74)]"
8808,"[('pisani', 100), ('marconi', 74), ('mariani', 74)]"
8809,"[('corner', 100), ('del', 100), ('eredi', 100)]"
8810,"[('mocenigo', 100), ('de', 100), ('de luca', 44)]"
8811,"[('vitturi', 100), ('caresini', 47), ('bonfandini gritti', 47)]"
8812,"[('rizzo', 100), ('francesconi', 77), ('franceschi', 72)]"
8813,"[('zuanne', 100), ('donzuane', 61), ('morosini', 61)]"
8814,"[('vitturi', 100), ('caresini', 47), ('bonfandini gritti', 47)]"
8815,"[('zuanne', 100), ('fradellini', 50), ('fratello', 47)]"
8816,"[('morosini', 58), ('tommasini-degna', 58), ('mentasso', 58)]"
8817,"[('foscarini', 100), ('nani', 100), ('carosi-cattarini', 59)]"
8818,"[('vitturi', 100), ('caresini', 47), ('bonfandini gritti', 47)]"
8819,"[('mocenigo', 100), ('soranzo', 100), ('tommasini-degna', 51)]"
8820,"[('rizzo', 100), ('francesconi', 77), ('franceschi', 72)]"
8821,"[('foscarini', 100), ('nani', 100), ('ruzzini', 100)]"
8822,"[('festellini', 51), ('fistellini', 51), ('fradellini', 51)]"
8823,"[('festellini', 51), ('fistellini', 51), ('fradellini', 51)]"
8824,"[('priuli', 100), ('querini', 100), ('maraspini', 55)]"
8825,"[('pisani', 100), ('marconi', 74), ('mariani', 74)]"
8826,"[('pisani', 100), ('marconi', 74), ('mariani', 74)]"
8827,"[('pisani', 100), ('marconi', 74), ('mariani', 74)]"
8828,"[('pisani', 100), ('marconi', 74), ('mariani', 74)]"
8829,"[('pisani', 100), ('marconi', 74), ('mariani', 74)]"
8830,"[('pisani', 100), ('marconi', 74), ('mariani', 74)]"
8831,"[('pisani', 100), ('marconi', 74), ('mariani', 74)]"
8832,"[('pisani', 100), ('marconi', 74), ('mariani', 74)]"
8833,"[('di', 100), ('scola', 100), ('angussola', 54)]"
8834,"[('ferro', 100), ('ferretti', 64), ('berretta', 64)]"
8835,"[('da', 100), ('da mezzo', 58), ('damistro', 58)]"
8836,"[('mora', 100), ('dettamanina', 51), ('spattafora', 47)]"
8837,"[('mora', 100), ('dettamanina', 51), ('spattafora', 47)]"
8838,"[('mora', 100), ('dettamanina', 51), ('spattafora', 47)]"
8839,"[('ferro', 100), ('saetta', 55), ('spattafora', 54)]"
8840,"[('duodo', 100), ('caliari fantinelli', 53), ('cavalieri', 45)]"
8841,"[('duodo', 100), ('caliari fantinelli', 53), ('cavalieri', 45)]"
8842,"[('erizzo', 100), ('giusti', 100), ('antoneti', 55)]"
8843,"[('erizzo', 100), ('giusto', 100), ('rizzo patarol', 53)]"
8844,"[('carosi-cattarini', 45), ('grattarol dalle navi', 38), ('catterina', 38)]"
8845,"[('piccoli', 100), ('domenici', 67), ('domenichini', 67)]"
8846,"[('gritti', 100), ('gasparini', 70), ('gasparoni', 70)]"
8847,"[('gritti', 100), ('gasparini', 70), ('gasparoni', 70)]"
8848,"[('gritti', 100), ('gasparini', 70), ('gasparoni', 70)]"
8849,"[('gritti', 100), ('gasparini', 70), ('gasparoni', 70)]"
8850,"[('gritti', 100), ('gasparini', 70), ('gasparoni', 70)]"
8851,"[('rocco', 100), ('di', 100), ('scola', 100)]"
8852,"[('rocco', 100), ('di', 100), ('scola', 100)]"
8853,"[('rocco', 100), ('di', 100), ('scola', 100)]"
8854,"[('rocco', 100), ('di', 100), ('scola', 100)]"
8855,"[('gradenigo', 100), ('gregorii', 52), ('gradengo', 52)]"
8856,"[('banchieri', 53), ('biancheti', 53), ('sanchetta', 53)]"
8857,"[('dolfin', 100), ('de', 100), ('delfinigo', 53)]"
8858,"[('piccoli', 100), ('domenici', 67), ('domenichini', 67)]"
8859,"[('loredan', 100), ('priuli', 100), ('ruzzini', 100)]"
8860,"[('dolfin', 100), ('de', 100), ('delfinigo', 53)]"
8861,"[('loredan', 100), ('ruzzini', 100), ('andruzzi', 52)]"
8862,"[('dolfin', 100), ('de', 100), ('delfinigo', 53)]"
8863,"[('gritti', 100), ('gasparini', 70), ('gasparoni', 70)]"
8864,"[('piccoli', 100), ('domenici', 67), ('domenichini', 67)]"
8865,"[('dolfin', 100), ('de', 100), ('delfinigo', 53)]"
8866,"[('piero', 100), ('venier', 100), ('de', 100)]"
8867,"[('piero', 100), ('venier', 100), ('de', 100)]"
8868,"[('mondini', 100), ('morandini', 58), ('remondini', 58)]"
8869,"[('piccoli', 100), ('domenici', 67), ('domenichini', 67)]"
8870,"[('di', 100), ('di zrin', 44), ('di pichi', 40)]"
8871,"[('rocco', 100), ('di', 100), ('scola', 100)]"
8872,"[('tristano', 64), ('steffani', 64), ('tristanzo', 61)]"
8873,"[('grimani', 100), ('mainardi', 61), ('giovannino', 56)]"
8874,"[('grimani', 100), ('mainardi', 61), ('giovannino', 56)]"
8875,"[('commandini', 39), ('carosi-cattarini', 38), ('caliari fantinelli', 37)]"
8876,"[('maffetti', 100), ('bortolotti', 69), ('bortolottti', 67)]"
8877,"[('rocco', 100), ('di', 100), ('scola', 100)]"
8878,"[('rocco', 100), ('di', 100), ('scola', 100)]"
8879,"[('mora', 100), ('dettamanina', 51), ('spattafora', 47)]"
8880,"[('mora', 100), ('marmora', 54), ('seminario', 50)]"
8881,"[('mora', 100), ('marmora', 54), ('seminario', 50)]"
8882,"[('mora', 100), ('marmora', 54), ('seminario', 50)]"
8883,"[('piero', 100), ('trevisan', 100), ('de', 100)]"
8884,"[('mora', 100), ('dettamanina', 51), ('spattafora', 47)]"
8885,"[('zen', 100), ('marcon', 80), ('marconi', 75)]"
8886,"[('michiel', 100), ('michieli', 61), ('del torso', 58)]"
8887,"[('emo', 100), ('zuanne', 100), ('donzuane', 67)]"
